image_path,class_label,attributes,caption,split,instance_id
images/team13_clothing_cap_021.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:large;style:sports,cap with adjustable strap and fabric material,test,TEAM13_CLOTHING_CAP_G
images/team13_clothing_cap_022.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:large;style:sports,baseball cap in solid color with stitching,test,TEAM13_CLOTHING_CAP_G
images/team13_clothing_cap_023.jpg,clothing_cap,color:purple;material:fabric;condition:worn;size:small;style:casual,baseball cap with curved brim and logo,train,TEAM13_CLOTHING_CAP_H
images/team13_clothing_cap_024.jpg,clothing_cap,color:purple;material:fabric;condition:worn;size:small;style:casual,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_H
images/team13_clothing_cap_025.jpg,clothing_cap,color:purple;material:fabric;condition:worn;size:small;style:casual,baseball cap displaying logo and design,train,TEAM13_CLOTHING_CAP_H
images/team13_clothing_cap_026.jpg,clothing_cap,color:purple;material:fabric;condition:worn;size:small;style:casual,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_H
images/team13_clothing_cap_027.jpg,clothing_cap,color:purple;material:fabric;condition:worn;size:small;style:casual,baseball cap in solid color with stitching,train,TEAM13_CLOTHING_CAP_H
images/team13_clothing_cap_028.jpg,clothing_cap,color:blue;material:cotton;condition:used;size:small;style:modern,headwear cap displaying brand and design,train,TEAM13_CLOTHING_CAP_I
images/team13_clothing_cap_029.jpg,clothing_cap,color:blue;material:cotton;condition:used;size:small;style:modern,baseball cap in solid color with stitching,train,TEAM13_CLOTHING_CAP_I
images/team13_clothing_cap_030.jpg,clothing_cap,color:blue;material:cotton;condition:used;size:small;style:modern,baseball cap with curved brim and logo,train,TEAM13_CLOTHING_CAP_I
images/team13_clothing_cap_031.jpg,clothing_cap,color:blue;material:cotton;condition:used;size:small;style:modern,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_I
images/team13_clothing_cap_032.jpg,clothing_cap,color:blue;material:cotton;condition:used;size:small;style:modern,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_I
images/team13_clothing_cap_033.jpg,clothing_cap,color:red;material:cotton;condition:used;size:large;style:vintage,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_J
images/team13_clothing_cap_034.jpg,clothing_cap,color:red;material:cotton;condition:used;size:large;style:vintage,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_J
images/team13_clothing_cap_035.jpg,clothing_cap,color:red;material:cotton;condition:used;size:large;style:vintage,headwear cap displaying brand and design,train,TEAM13_CLOTHING_CAP_J
images/team13_clothing_cap_036.jpg,clothing_cap,color:red;material:cotton;condition:used;size:large;style:vintage,baseball cap in solid color with stitching,train,TEAM13_CLOTHING_CAP_J
images/team13_clothing_cap_037.jpg,clothing_cap,color:red;material:cotton;condition:used;size:large;style:vintage,baseball cap with curved brim and logo,train,TEAM13_CLOTHING_CAP_J
images/team13_clothing_cap_038.jpg,clothing_cap,color:black;material:synthetic;condition:used;size:medium;style:modern,baseball cap in solid color with stitching,val,TEAM13_CLOTHING_CAP_K
images/team13_clothing_cap_039.jpg,clothing_cap,color:black;material:synthetic;condition:used;size:medium;style:modern,baseball cap with curved brim and logo,val,TEAM13_CLOTHING_CAP_K
images/team13_clothing_cap_040.jpg,clothing_cap,color:black;material:synthetic;condition:used;size:medium;style:modern,casual cap showing front view and details,val,TEAM13_CLOTHING_CAP_K
images/team13_clothing_cap_041.jpg,clothing_cap,color:black;material:synthetic;condition:used;size:medium;style:modern,cap with adjustable strap and fabric material,val,TEAM13_CLOTHING_CAP_K
images/team13_clothing_cap_042.jpg,clothing_cap,color:black;material:synthetic;condition:used;size:medium;style:modern,headwear cap displaying brand and design,val,TEAM13_CLOTHING_CAP_K
images/team13_clothing_cap_043.jpg,clothing_cap,color:gray;material:cotton;condition:new;size:small;style:modern,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_L
images/team13_clothing_cap_044.jpg,clothing_cap,color:gray;material:cotton;condition:new;size:small;style:modern,headwear cap displaying brand and design,train,TEAM13_CLOTHING_CAP_L
images/team13_clothing_cap_045.jpg,clothing_cap,color:gray;material:cotton;condition:new;size:small;style:modern,baseball cap in solid color with stitching,train,TEAM13_CLOTHING_CAP_L
images/team13_clothing_cap_046.jpg,clothing_cap,color:gray;material:cotton;condition:new;size:small;style:modern,baseball cap with curved brim and logo,train,TEAM13_CLOTHING_CAP_L
images/team13_clothing_cap_047.jpg,clothing_cap,color:gray;material:cotton;condition:new;size:small;style:modern,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_L
images/team13_clothing_cap_048.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,headwear cap displaying brand and design,val,TEAM13_CLOTHING_CAP_M
images/team13_clothing_cap_049.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,baseball cap in solid color with stitching,val,TEAM13_CLOTHING_CAP_M
images/team13_clothing_cap_050.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,baseball cap with curved brim and logo,val,TEAM13_CLOTHING_CAP_M
images/team13_clothing_cap_051.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,casual cap showing front view and details,val,TEAM13_CLOTHING_CAP_M
images/team13_clothing_cap_052.jpg,clothing_cap,color:white;material:synthetic;condition:used;size:small;style:sports,cap with adjustable strap and fabric material,val,TEAM13_CLOTHING_CAP_M
images/team13_clothing_cap_053.jpg,clothing_cap,color:white;material:fabric;condition:worn;size:small;style:sports,baseball cap with curved brim and logo,train,TEAM13_CLOTHING_CAP_N
images/team13_clothing_cap_054.jpg,clothing_cap,color:white;material:fabric;condition:worn;size:small;style:sports,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_N
images/team13_clothing_cap_055.jpg,clothing_cap,color:white;material:fabric;condition:worn;size:small;style:sports,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_N
images/team13_clothing_cap_056.jpg,clothing_cap,color:white;material:fabric;condition:worn;size:small;style:sports,headwear cap displaying brand and design,train,TEAM13_CLOTHING_CAP_N
images/team13_clothing_cap_057.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:small;style:casual,casual cap showing front view and details,train,TEAM13_CLOTHING_CAP_O
images/team13_clothing_cap_058.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:small;style:casual,cap with adjustable strap and fabric material,train,TEAM13_CLOTHING_CAP_O
images/team13_clothing_cap_059.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:small;style:casual,headwear cap displaying brand and design,train,TEAM13_CLOTHING_CAP_O
images/team13_clothing_cap_060.jpg,clothing_cap,color:black;material:synthetic;condition:new;size:small;style:casual,baseball cap in solid color with stitching,train,TEAM13_CLOTHING_CAP_O
images/team13_clothing_wrist_watch_001.jpg,clothing_wrist_watch,color:black;material:metal;condition:mint;size:medium;style:sports,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_A
images/team13_clothing_wrist_watch_002.jpg,clothing_wrist_watch,color:black;material:metal;condition:mint;size:medium;style:sports,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_A
images/team13_clothing_wrist_watch_003.jpg,clothing_wrist_watch,color:black;material:metal;condition:mint;size:medium;style:sports,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_A
images/team13_clothing_wrist_watch_004.jpg,clothing_wrist_watch,color:black;material:metal;condition:mint;size:medium;style:sports,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_A
images/team13_clothing_wrist_watch_005.jpg,clothing_wrist_watch,color:black;material:metal;condition:mint;size:medium;style:sports,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_A
images/team13_clothing_wrist_watch_006.jpg,clothing_wrist_watch,color:silver;material:metal;condition:new;size:small;style:vintage,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_B
images/team13_clothing_wrist_watch_007.jpg,clothing_wrist_watch,color:silver;material:metal;condition:new;size:small;style:vintage,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_B
images/team13_clothing_wrist_watch_008.jpg,clothing_wrist_watch,color:silver;material:metal;condition:new;size:small;style:vintage,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_B
images/team13_clothing_wrist_watch_009.jpg,clothing_wrist_watch,color:silver;material:metal;condition:new;size:small;style:vintage,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_B
images/team13_clothing_wrist_watch_010.jpg,clothing_wrist_watch,color:silver;material:metal;condition:new;size:small;style:vintage,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_B
images/team13_clothing_wrist_watch_011.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_C
images/team13_clothing_wrist_watch_012.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_C
images/team13_clothing_wrist_watch_013.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_C
images/team13_clothing_wrist_watch_014.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_C
images/team13_clothing_wrist_watch_015.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:modern,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_C
images/team13_clothing_wrist_watch_016.jpg,clothing_wrist_watch,color:brown;material:rubber;condition:used;size:medium;style:vintage,watch with metal bracelet and crown,val,TEAM13_CLOTHING_WRIST_WATCH_D
images/team13_clothing_wrist_watch_017.jpg,clothing_wrist_watch,color:brown;material:rubber;condition:used;size:medium;style:vintage,wristwatch with leather strap and metal case,val,TEAM13_CLOTHING_WRIST_WATCH_D
images/team13_clothing_wrist_watch_018.jpg,clothing_wrist_watch,color:brown;material:rubber;condition:used;size:medium;style:vintage,watch displaying time with clear face,val,TEAM13_CLOTHING_WRIST_WATCH_D
images/team13_clothing_wrist_watch_019.jpg,clothing_wrist_watch,color:brown;material:rubber;condition:used;size:medium;style:vintage,timepiece with round dial and band,val,TEAM13_CLOTHING_WRIST_WATCH_D
images/team13_clothing_wrist_watch_020.jpg,clothing_wrist_watch,color:brown;material:rubber;condition:used;size:medium;style:vintage,wristwatch showing analog display and hands,val,TEAM13_CLOTHING_WRIST_WATCH_D
images/team13_clothing_wrist_watch_021.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:sports,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_E
images/team13_clothing_wrist_watch_022.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:sports,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_E
images/team13_clothing_wrist_watch_023.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:sports,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_E
images/team13_clothing_wrist_watch_024.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:sports,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_E
images/team13_clothing_wrist_watch_025.jpg,clothing_wrist_watch,color:silver;material:metal;condition:used;size:small;style:sports,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_E
images/team13_clothing_wrist_watch_026.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:mint;size:medium;style:casual,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_F
images/team13_clothing_wrist_watch_027.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:mint;size:medium;style:casual,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_F
images/team13_clothing_wrist_watch_028.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:mint;size:medium;style:casual,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_F
images/team13_clothing_wrist_watch_029.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:mint;size:medium;style:casual,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_F
images/team13_clothing_wrist_watch_030.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:mint;size:medium;style:casual,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_F
images/team13_clothing_wrist_watch_031.jpg,clothing_wrist_watch,color:gold;material:leather;condition:mint;size:medium;style:sports,watch displaying time with clear face,test,TEAM13_CLOTHING_WRIST_WATCH_G
images/team13_clothing_wrist_watch_032.jpg,clothing_wrist_watch,color:gold;material:leather;condition:mint;size:medium;style:sports,timepiece with round dial and band,test,TEAM13_CLOTHING_WRIST_WATCH_G
images/team13_clothing_wrist_watch_033.jpg,clothing_wrist_watch,color:gold;material:leather;condition:mint;size:medium;style:sports,wristwatch showing analog display and hands,test,TEAM13_CLOTHING_WRIST_WATCH_G
images/team13_clothing_wrist_watch_034.jpg,clothing_wrist_watch,color:gold;material:leather;condition:mint;size:medium;style:sports,watch with metal bracelet and crown,test,TEAM13_CLOTHING_WRIST_WATCH_G
images/team13_clothing_wrist_watch_035.jpg,clothing_wrist_watch,color:gold;material:leather;condition:mint;size:medium;style:sports,wristwatch with leather strap and metal case,test,TEAM13_CLOTHING_WRIST_WATCH_G
images/team13_clothing_wrist_watch_036.jpg,clothing_wrist_watch,color:brown;material:plastic;condition:new;size:small;style:sports,wristwatch with leather strap and metal case,val,TEAM13_CLOTHING_WRIST_WATCH_H
images/team13_clothing_wrist_watch_037.jpg,clothing_wrist_watch,color:brown;material:plastic;condition:new;size:small;style:sports,watch displaying time with clear face,val,TEAM13_CLOTHING_WRIST_WATCH_H
images/team13_clothing_wrist_watch_038.jpg,clothing_wrist_watch,color:brown;material:plastic;condition:new;size:small;style:sports,timepiece with round dial and band,val,TEAM13_CLOTHING_WRIST_WATCH_H
images/team13_clothing_wrist_watch_039.jpg,clothing_wrist_watch,color:brown;material:plastic;condition:new;size:small;style:sports,wristwatch showing analog display and hands,val,TEAM13_CLOTHING_WRIST_WATCH_H
images/team13_clothing_wrist_watch_040.jpg,clothing_wrist_watch,color:brown;material:plastic;condition:new;size:small;style:sports,watch with metal bracelet and crown,val,TEAM13_CLOTHING_WRIST_WATCH_H
images/team13_clothing_wrist_watch_041.jpg,clothing_wrist_watch,color:brown;material:metal;condition:new;size:small;style:formal,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_I
images/team13_clothing_wrist_watch_042.jpg,clothing_wrist_watch,color:brown;material:metal;condition:new;size:small;style:formal,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_I
images/team13_clothing_wrist_watch_043.jpg,clothing_wrist_watch,color:brown;material:metal;condition:new;size:small;style:formal,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_I
images/team13_clothing_wrist_watch_044.jpg,clothing_wrist_watch,color:brown;material:metal;condition:new;size:small;style:formal,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_I
images/team13_clothing_wrist_watch_045.jpg,clothing_wrist_watch,color:brown;material:metal;condition:new;size:small;style:formal,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_I
images/team13_clothing_wrist_watch_046.jpg,clothing_wrist_watch,color:silver;material:plastic;condition:used;size:medium;style:casual,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_J
images/team13_clothing_wrist_watch_047.jpg,clothing_wrist_watch,color:silver;material:plastic;condition:used;size:medium;style:casual,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_J
images/team13_clothing_wrist_watch_048.jpg,clothing_wrist_watch,color:silver;material:plastic;condition:used;size:medium;style:casual,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_J
images/team13_clothing_wrist_watch_049.jpg,clothing_wrist_watch,color:silver;material:plastic;condition:used;size:medium;style:casual,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_J
images/team13_clothing_wrist_watch_050.jpg,clothing_wrist_watch,color:silver;material:plastic;condition:used;size:medium;style:casual,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_J
images/team13_clothing_wrist_watch_051.jpg,clothing_wrist_watch,color:black;material:leather;condition:mint;size:medium;style:vintage,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_K
images/team13_clothing_wrist_watch_052.jpg,clothing_wrist_watch,color:black;material:leather;condition:mint;size:medium;style:vintage,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_K
images/team13_clothing_wrist_watch_053.jpg,clothing_wrist_watch,color:black;material:leather;condition:mint;size:medium;style:vintage,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_K
images/team13_clothing_wrist_watch_054.jpg,clothing_wrist_watch,color:black;material:leather;condition:mint;size:medium;style:vintage,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_K
images/team13_clothing_wrist_watch_055.jpg,clothing_wrist_watch,color:black;material:leather;condition:mint;size:medium;style:vintage,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_K
images/team13_clothing_wrist_watch_056.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,wristwatch with leather strap and metal case,train,TEAM13_CLOTHING_WRIST_WATCH_L
images/team13_clothing_wrist_watch_057.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,watch displaying time with clear face,train,TEAM13_CLOTHING_WRIST_WATCH_L
images/team13_clothing_wrist_watch_058.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,timepiece with round dial and band,train,TEAM13_CLOTHING_WRIST_WATCH_L
images/team13_clothing_wrist_watch_059.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,wristwatch showing analog display and hands,train,TEAM13_CLOTHING_WRIST_WATCH_L
images/team13_clothing_wrist_watch_060.jpg,clothing_wrist_watch,color:silver;material:rubber;condition:used;size:medium;style:casual,watch with metal bracelet and crown,train,TEAM13_CLOTHING_WRIST_WATCH_L
images/team13_food_storage_plastic_container_001.jpg,food_storage_plastic_container,color:brown;material:plastic;condition:used;size:medium;style:minimalist,plastic food container with seal,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_A
images/team13_food_storage_plastic_container_002.jpg,food_storage_plastic_container,color:brown;material:plastic;condition:used;size:medium;style:minimalist,plastic container with lid and handle,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_A
images/team13_food_storage_plastic_container_003.jpg,food_storage_plastic_container,color:brown;material:plastic;condition:used;size:medium;style:minimalist,food storage box showing clear design,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_A
images/team13_food_storage_plastic_container_004.jpg,food_storage_plastic_container,color:brown;material:plastic;condition:used;size:medium;style:minimalist,container with transparent body and cap,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_A
images/team13_food_storage_plastic_container_005.jpg,food_storage_plastic_container,color:brown;material:plastic;condition:used;size:medium;style:minimalist,storage box displaying capacity markings,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_A
images/team13_food_storage_plastic_container_006.jpg,food_storage_plastic_container,color:blue;material:glass;condition:new;size:medium;style:minimalist,container with transparent body and cap,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_B
images/team13_food_storage_plastic_container_007.jpg,food_storage_plastic_container,color:blue;material:glass;condition:new;size:medium;style:minimalist,storage box displaying capacity markings,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_B
images/team13_food_storage_plastic_container_008.jpg,food_storage_plastic_container,color:blue;material:glass;condition:new;size:medium;style:minimalist,plastic food container with seal,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_B
images/team13_food_storage_plastic_container_009.jpg,food_storage_plastic_container,color:blue;material:glass;condition:new;size:medium;style:minimalist,plastic container with lid and handle,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_B
images/team13_food_storage_plastic_container_010.jpg,food_storage_plastic_container,color:blue;material:glass;condition:new;size:medium;style:minimalist,food storage box showing clear design,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_B
images/team13_food_storage_plastic_container_011.jpg,food_storage_plastic_container,color:transparent;material:glass;condition:new;size:small;style:modern,plastic food container with seal,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_C
images/team13_food_storage_plastic_container_012.jpg,food_storage_plastic_container,color:transparent;material:glass;condition:new;size:small;style:modern,plastic container with lid and handle,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_C
images/team13_food_storage_plastic_container_013.jpg,food_storage_plastic_container,color:transparent;material:glass;condition:new;size:small;style:modern,food storage box showing clear design,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_C
images/team13_food_storage_plastic_container_014.jpg,food_storage_plastic_container,color:transparent;material:glass;condition:new;size:small;style:modern,container with transparent body and cap,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_C
images/team13_food_storage_plastic_container_015.jpg,food_storage_plastic_container,color:transparent;material:glass;condition:new;size:small;style:modern,storage box displaying capacity markings,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_C
images/team13_food_storage_plastic_container_016.jpg,food_storage_plastic_container,color:transparent;material:plastic;condition:new;size:medium;style:modern,plastic container with lid and handle,val,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_D
images/team13_food_storage_plastic_container_017.jpg,food_storage_plastic_container,color:transparent;material:plastic;condition:new;size:medium;style:modern,food storage box showing clear design,val,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_D
images/team13_food_storage_plastic_container_018.jpg,food_storage_plastic_container,color:transparent;material:plastic;condition:new;size:medium;style:modern,container with transparent body and cap,val,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_D
images/team13_food_storage_plastic_container_019.jpg,food_storage_plastic_container,color:transparent;material:plastic;condition:new;size:medium;style:modern,storage box displaying capacity markings,val,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_D
images/team13_food_storage_plastic_container_020.jpg,food_storage_plastic_container,color:transparent;material:plastic;condition:new;size:medium;style:modern,plastic food container with seal,val,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_D
images/team13_food_storage_plastic_container_021.jpg,food_storage_plastic_container,color:green;material:glass;condition:new;size:medium;style:minimalist,storage box displaying capacity markings,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_E
images/team13_food_storage_plastic_container_022.jpg,food_storage_plastic_container,color:green;material:glass;condition:new;size:medium;style:minimalist,plastic food container with seal,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_E
images/team13_food_storage_plastic_container_023.jpg,food_storage_plastic_container,color:green;material:glass;condition:new;size:medium;style:minimalist,plastic container with lid and handle,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_E
images/team13_food_storage_plastic_container_024.jpg,food_storage_plastic_container,color:green;material:glass;condition:new;size:medium;style:minimalist,food storage box showing clear design,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_E
images/team13_food_storage_plastic_container_025.jpg,food_storage_plastic_container,color:green;material:glass;condition:new;size:medium;style:minimalist,container with transparent body and cap,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_E
images/team13_food_storage_plastic_container_026.jpg,food_storage_plastic_container,color:yellow;material:glass;condition:new;size:large;style:modern,storage box displaying capacity markings,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_F
images/team13_food_storage_plastic_container_027.jpg,food_storage_plastic_container,color:yellow;material:glass;condition:new;size:large;style:modern,plastic food container with seal,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_F
images/team13_food_storage_plastic_container_028.jpg,food_storage_plastic_container,color:yellow;material:glass;condition:new;size:large;style:modern,plastic container with lid and handle,train,TEAM13_FOOD_STORAGE_PLASTIC_CONTAINER_F
